country,time,value
St. Lucia,1800,24000
St. Vincent and the Grenadines,1800,25800
Sudan,1800,3990000
Suriname,1800,80700
Swaziland,1800,86000
Sweden,1800,2350000
Switzerland,1800,1830000
Syria,1800,1340000
Tajikistan,1800,467000
Tanzania,1800,3020000
Thailand,1800,4670000
Timor-Leste,1800,137000
Togo,1800,446000
Tonga,1800,18700
Trinidad and Tobago,1800,60000
Tunisia,1800,862000
Turkey,1800,9770000
Turkmenistan,1800,367000
Tuvalu,1800,2500
Uganda,1800,2100000
Ukraine,1800,11200000
United Arab Emirates,1800,40200
United Kingdom,1800,12300000
United States,1800,6800000
Uruguay,1800,55000
Uzbekistan,1800,1920000
Vanuatu,1800,27800
Venezuela,1800,718000
Vietnam,1800,6550000
Yemen,1800,2590000
Zambia,1800,747000
Zimbabwe,1800,1090000
Afghanistan,1801,3280000
Albania,1801,412000
Algeria,1801,2510000
Andorra,1801,2650
Angola,1801,1570000
Antigua and Barbuda,1801,37000
Argentina,1801,534000
Armenia,1801,413000
Australia,1801,350000
Austria,1801,3210000
Azerbaijan,1801,880000
Bahamas,1801,27400
Bahrain,1801,64500
Bangladesh,1801,19300000
Barbados,1801,81700
Belarus,1801,2360000
Belgium,1801,3150000
Belize,1801,25500
Benin,1801,637000
Bhutan,1801,90000
Bolivia,1801,1100000
Bosnia and Herzegovina,1801,852000
Botswana,1801,121000
Brazil,1801,3680000
Brunei,1801,2130
Bulgaria,1801,2000000
Burkina Faso,1801,1670000
Burundi,1801,899000
Cambodia,1801,2090000
Cameroon,1801,1860000
Canada,1801,653000
Cape Verde,1801,55700
Central African Republic,1801,479000
Chad,1801,1430000
Chile,1801,771000
China,1801,324000000
Colombia,1801,1210000
Comoros,1801,56300
"Congo, Dem. Rep.",1801,5160000
"Congo, Rep.",1801,314000
Costa Rica,1801,53000
Cote d'Ivoire,1801,1090000
Croatia,1801,1230000
Cuba,1801,355000
Cyprus,1801,184000
Czech Republic,1801,5520000
Denmark,1801,1070000
Djibouti,1801,22800
Dominica,1801,20000
Dominican Republic,1801,89000
Ecuador,1801,500000
Egypt,1801,4240000
El Salvador,1801,248000
Equatorial Guinea,1801,80400
Eritrea,1801,205000
Estonia,1801,334000
Ethiopia,1801,2950000
Fiji,1801,131000
Finland,1801,986000
France,1801,29400000
Gabon,1801,158000
Gambia,1801,103000
Georgia,1801,1070000
Germany,1801,23000000
Ghana,1801,2020000
Greece,1801,2160000
Grenada,1801,29400
Guatemala,1801,465000
Guinea,1801,984000
Guinea-Bissau,1801,218000
Guyana,1801,166000
Haiti,1801,723000
Holy See,1801,905
Honduras,1801,130000
Hungary,1801,3530000
Iceland,1801,61400
India,1801,169000000
Indonesia,1801,16200000
Iran,1801,6280000
Iraq,1801,1080000
Ireland,1801,4110000
Israel,1801,210000
Italy,1801,18900000
Jamaica,1801,401000
Japan,1801,30300000
Jordan,1801,217000
Kazakhstan,1801,2040000
Kenya,1801,2570000
Kiribati,1801,17900
Kuwait,1801,81300
Kyrgyz Republic,1801,530000
Lao,1801,470000
Latvia,1801,591000
Lebanon,1801,332000
Lesotho,1801,276000
Liberia,1801,314000
Libya,1801,532000
Liechtenstein,1801,5800
Lithuania,1801,779000
Luxembourg,1801,127000
"Macedonia, FYR",1801,392000
Madagascar,1801,1550000
Malawi,1801,737000
Malaysia,1801,287000
Maldives,1801,42400
Mali,1801,1400000
Malta,1801,134000
Marshall Islands,1801,5830
Mauritania,1801,383000
Mauritius,1801,64200
Mexico,1801,6200000
"Micronesia, Fed. Sts.",1801,16400
Moldova,1801,713000
Monaco,1801,7790
Mongolia,1801,619000
Montenegro,1801,127000
Morocco,1801,2510000
Mozambique,1801,1990000
Myanmar,1801,3510000
Namibia,1801,229000
Nauru,1801,1830
Nepal,1801,3880000
Netherlands,1801,2260000
New Zealand,1801,100000
Nicaragua,1801,219000
Niger,1801,1240000
Nigeria,1801,12100000
North Korea,1801,4350000
Norway,1801,873000
Oman,1801,318000
Pakistan,1801,13100000
Palau,1801,3880
Palestine,1801,166000
Panama,1801,78800
Papua New Guinea,1801,755000
Paraguay,1801,143000
Peru,1801,1310000
Philippines,1801,1890000
Poland,1801,9550000
Portugal,1801,3050000
Qatar,1801,14100
Romania,1801,5510000
Russia,1801,31100000
Rwanda,1801,928000
Samoa,1801,47300
San Marino,1801,5490
Sao Tome and Principe,1801,22700
Saudi Arabia,1801,2090000
Senegal,1801,1010000
Serbia,1801,2150000
Seychelles,1801,12500
Sierra Leone,1801,794000
Singapore,1801,30000
Slovak Republic,1801,2140000
Slovenia,1801,470000
Solomon Islands,1801,57000
Somalia,1801,992000
South Africa,1801,1450000
South Korea,1801,9400000
South Sudan,1801,1030000
Spain,1801,11600000
Sri Lanka,1801,1210000
St. Kitts and Nevis,1801,17200
St. Lucia,1801,24000
St. Vincent and the Grenadines,1801,25800
Sudan,1801,4000000
Suriname,1801,80700
Swaziland,1801,86000
Sweden,1801,2350000
Switzerland,1801,1830000
Syria,1801,1340000
Tajikistan,1801,467000
Tanzania,1801,3020000
Thailand,1801,4670000
Timor-Leste,1801,137000
Togo,1801,446000
Tonga,1801,18700
Trinidad and Tobago,1801,60000
Tunisia,1801,863000
Turkey,1801,9790000
Turkmenistan,1801,367000
Tuvalu,1801,2500
Uganda,1801,2100000
Ukraine,1801,11200000
United Arab Emirates,1801,40200
United Kingdom,1801,12500000
United States,1801,6930000
Uruguay,1801,55000
Uzbekistan,1801,1920000
Vanuatu,1801,27800
Venezuela,1801,718000
Vietnam,1801,6550000
Yemen,1801,2590000
Zambia,1801,747000
Zimbabwe,1801,1090000
Afghanistan,1802,3280000
Albania,1802,413000
Algeria,1802,2520000
Andorra,1802,2650
Angola,1802,1570000
Antigua and Barbuda,1802,37000
Argentina,1802,534000
Armenia,1802,413000
Australia,1802,349000
Austria,1802,3220000
Azerbaijan,1802,880000
Bahamas,1802,27400
Bahrain,1802,64500
Bangladesh,1802,19300000
Barbados,1802,81700
Belarus,1802,2360000
Belgium,1802,3170000
Belize,1802,25500
Benin,1802,637000
Bhutan,1802,90000
Bolivia,1802,1100000
Bosnia and Herzegovina,1802,852000
Botswana,1802,121000
Brazil,1802,3720000
Brunei,1802,2130
Bulgaria,1802,2010000
Burkina Faso,1802,1670000
Burundi,1802,899000
Cambodia,1802,2090000
Cameroon,1802,1860000
Canada,1802,661000
Cape Verde,1802,55700
Central African Republic,1802,479000
Chad,1802,1430000
Chile,1802,771000
China,1802,327000000
Colombia,1802,1210000
Comoros,1802,56300
"Congo, Dem. Rep.",1802,5160000
"Congo, Rep.",1802,314000
Costa Rica,1802,53500
Cote d'Ivoire,1802,1090000
Croatia,1802,1230000
Cuba,1802,366000
Cyprus,1802,184000
Czech Republic,1802,5520000
Denmark,1802,1070000
Djibouti,1802,22800
Dominica,1802,20000
Dominican Republic,1802,89000
Ecuador,1802,500000
Egypt,1802,4240000
El Salvador,1802,248000
Equatorial Guinea,1802,80400
Eritrea,1802,205000
Estonia,1802,334000
Ethiopia,1802,2950000
Fiji,1802,131000
Finland,1802,995000
France,1802,29500000
Gabon,1802,158000
Gambia,1802,103000
Georgia,1802,1070000
Germany,1802,23100000
Ghana,1802,2020000
Greece,1802,2170000
Grenada,1802,29400
Guatemala,1802,471000
Guinea,1802,984000
Guinea-Bissau,1802,218000
Guyana,1802,166000
Haiti,1802,723000
Holy See,1802,905
Honduras,1802,130000
Hungary,1802,3560000
Iceland,1802,61400
India,1802,169000000
Indonesia,1802,16200000
Iran,1802,6300000
Iraq,1802,1080000
Ireland,1802,4150000
Israel,1802,210000
Italy,1802,19000000
Jamaica,1802,401000
Japan,1802,30400000
Jordan,1802,217000
Kazakhstan,1802,2040000
Kenya,1802,2570000
Kiribati,1802,17900
Kuwait,1802,81300
Kyrgyz Republic,1802,530000
Lao,1802,470000
Latvia,1802,591000
Lebanon,1802,332000
Lesotho,1802,276000
Liberia,1802,314000
Libya,1802,532000
Liechtenstein,1802,5800
Lithuania,1802,779000
Luxembourg,1802,127000
"Macedonia, FYR",1802,392000
Madagascar,1802,1560000
Malawi,1802,737000
Malaysia,1802,287000
Maldives,1802,42400
Mali,1802,1400000
Malta,1802,134000
Marshall Islands,1802,5830
Mauritania,1802,383000
Mauritius,1802,65600
Mexico,1802,6220000
"Micronesia, Fed. Sts.",1802,16400
Moldova,1802,713000
Monaco,1802,7790
Mongolia,1802,619000
Montenegro,1802,127000
Morocco,1802,2520000
Mozambique,1802,1990000
Myanmar,1802,3510000
Namibia,1802,229000
Nauru,1802,1830
Nepal,1802,3880000
Netherlands,1802,2260000
New Zealand,1802,100000
Nicaragua,1802,219000
Niger,1802,1240000
Nigeria,1802,12100000
North Korea,1802,4350000
Norway,1802,878000
Oman,1802,318000
Pakistan,1802,13200000
Palau,1802,3880
Palestine,1802,166000
Panama,1802,78800
Papua New Guinea,1802,755000
Paraguay,1802,143000
Peru,1802,1310000
Philippines,1802,1890000
Poland,1802,9600000
Portugal,1802,3060000
Qatar,1802,14100
Romania,1802,5550000
Russia,1802,31100000
Rwanda,1802,928000
Samoa,1802,47300
San Marino,1802,5490
Sao Tome and Principe,1802,22700
Saudi Arabia,1802,2090000
Senegal,1802,1010000
Serbia,1802,2150000
Seychelles,1802,12500
Sierra Leone,1802,794000
Singapore,1802,30000
Slovak Republic,1802,2140000
Slovenia,1802,470000
Solomon Islands,1802,57000
Somalia,1802,992000
South Africa,1802,1450000
South Korea,1802,9400000
South Sudan,1802,1030000
Spain,1802,11600000
Sri Lanka,1802,1210000
St. Kitts and Nevis,1802,17200
St. Lucia,1802,24000
St. Vincent and the Grenadines,1802,25800
Sudan,1802,4000000
Suriname,1802,80700
Swaziland,1802,86000
Sweden,1802,2360000
Switzerland,1802,1840000
Syria,1802,1340000
Tajikistan,1802,467000
Tanzania,1802,3020000
Thailand,1802,4670000
Timor-Leste,1802,137000
Togo,1802,446000
Tonga,1802,18700
Trinidad and Tobago,1802,60000
Tunisia,1802,863000
Turkey,1802,9800000
Turkmenistan,1802,367000
Tuvalu,1802,2500
Uganda,1802,2100000
Ukraine,1802,11200000
United Arab Emirates,1802,40200
United Kingdom,1802,12600000
United States,1802,7070000
Uruguay,1802,55000
Uzbekistan,1802,1920000
Vanuatu,1802,27800
Venezuela,1802,718000
Vietnam,1802,6550000
Yemen,1802,2590000
Zambia,1802,747000
Zimbabwe,1802,1090000
Afghanistan,1803,3280000
Albania,1803,414000
Algeria,1803,2530000
Andorra,1803,2650
Angola,1803,1570000
Antigua and Barbuda,1803,37000
Argentina,1803,534000
Armenia,1803,413000
Australia,1803,348000
Austria,1803,3230000
Azerbaijan,1803,880000
Bahamas,1803,27400
Bahrain,1803,64500
Bangladesh,1803,19300000
Barbados,1803,81700
Belarus,1803,2360000
Belgium,1803,3180000
Belize,1803,25500
Benin,1803,637000
Bhutan,1803,90000
Bolivia,1803,1100000
Bosnia and Herzegovina,1803,852000
Botswana,1803,121000
Brazil,1803,3760000
Brunei,1803,2130
Bulgaria,1803,2020000
Burkina Faso,1803,1670000
Burundi,1803,899000
Cambodia,1803,2090000
Cameroon,1803,1860000
Canada,1803,669000
Cape Verde,1803,55700
Central African Republic,1803,479000
Chad,1803,1430000
Chile,1803,771000
China,1803,330000000
Colombia,1803,1210000
Comoros,1803,56300
"Congo, Dem. Rep.",1803,5160000
"Congo, Rep.",1803,314000
Costa Rica,1803,54000
Cote d'Ivoire,1803,1090000
Croatia,1803,1230000
Cuba,1803,377000
Cyprus,1803,184000
Czech Republic,1803,5520000
Denmark,1803,1080000
Djibouti,1803,22800
Dominica,1803,20000
Dominican Republic,1803,89000
Ecuador,1803,500000
Egypt,1803,4240000
El Salvador,1803,248000
Equatorial Guinea,1803,80400
Eritrea,1803,205000
Estonia,1803,334000
Ethiopia,1803,2950000
Fiji,1803,131000
Finland,1803,1000000
France,1803,29600000
Gabon,1803,158000
Gambia,1803,103000
Georgia,1803,1070000
Germany,1803,23200000
Ghana,1803,2020000
Greece,1803,2170000
Grenada,1803,29400
Guatemala,1803,477000
Guinea,1803,984000
Guinea-Bissau,1803,218000
Guyana,1803,166000
Haiti,1803,723000
Holy See,1803,905
Honduras,1803,131000
Hungary,1803,3590000
Iceland,1803,61400
India,1803,170000000
Indonesia,1803,16200000
Iran,1803,6310000
Iraq,1803,1080000
Ireland,1803,4200000
Israel,1803,210000
Italy,1803,19000000
Jamaica,1803,401000
Japan,1803,30400000
Jordan,1803,217000
Kazakhstan,1803,2040000
Kenya,1803,2570000
Kiribati,1803,17900
Kuwait,1803,81300
Kyrgyz Republic,1803,530000
Lao,1803,470000
Latvia,1803,591000
Lebanon,1803,332000
Lesotho,1803,276000
Liberia,1803,314000
Libya,1803,532000
Liechtenstein,1803,5800
Lithuania,1803,779000
Luxembourg,1803,127000
"Macedonia, FYR",1803,392000
Madagascar,1803,1560000
Malawi,1803,737000
Malaysia,1803,287000
Maldives,1803,42400
Mali,1803,1400000
Malta,1803,134000
Marshall Islands,1803,5830
Mauritania,1803,383000
Mauritius,1803,67000
Mexico,1803,6240000
"Micronesia, Fed. Sts.",1803,16400
Moldova,1803,713000
Monaco,1803,7790
Mongolia,1803,619000
Montenegro,1803,127000
Morocco,1803,2530000
Mozambique,1803,2000000
Myanmar,1803,3510000
Namibia,1803,229000
Nauru,1803,1830
Nepal,1803,3880000
Netherlands,1803,2270000
New Zealand,1803,100000
Nicaragua,1803,219000
Niger,1803,1240000
Nigeria,1803,12100000
North Korea,1803,4350000
Norway,1803,883000
Oman,1803,318000
Pakistan,1803,13200000
Palau,1803,3880
Palestine,1803,166000
Panama,1803,78800
Papua New Guinea,1803,755000
Paraguay,1803,143000
Peru,1803,1310000
Philippines,1803,1890000
Poland,1803,9640000
Portugal,1803,3070000
Qatar,1803,14100
Romania,1803,5590000
Russia,1803,31100000
Rwanda,1803,928000
Samoa,1803,47300
San Marino,1803,5490
Sao Tome and Principe,1803,22700
Saudi Arabia,1803,2090000
Senegal,1803,1010000
Serbia,1803,2150000
Seychelles,1803,12500
Sierra Leone,1803,794000
Singapore,1803,30000
Slovak Republic,1803,2140000
Slovenia,1803,470000
Solomon Islands,1803,57000
Somalia,1803,993000
South Africa,1803,1460000
South Korea,1803,9400000
South Sudan,1803,1030000
Spain,1803,11600000
Sri Lanka,1803,1210000
St. Kitts and Nevis,1803,17200
St. Lucia,1803,24000
St. Vincent and the Grenadines,1803,25800
Sudan,1803,4010000
Suriname,1803,80700
Swaziland,1803,86000
Sweden,1803,2380000
Switzerland,1803,1850000
Syria,1803,1340000
Tajikistan,1803,467000
Tanzania,1803,3020000
Thailand,1803,4670000
Timor-Leste,1803,137000
Togo,1803,446000
Tonga,1803,18600
Trinidad and Tobago,1803,60000
Tunisia,1803,864000
Turkey,1803,9820000
Turkmenistan,1803,367000
Tuvalu,1803,2500
Uganda,1803,2100000
Ukraine,1803,11200000
United Arab Emirates,1803,40200
United Kingdom,1803,12800000
United States,1803,7200000
Uruguay,1803,55000
Uzbekistan,1803,1920000
Vanuatu,1803,27800
Venezuela,1803,718000
Vietnam,1803,6550000
Yemen,1803,2590000
Zambia,1803,747000
Zimbabwe,1803,1090000
Afghanistan,1804,3280000
Albania,1804,416000
Algeria,1804,2540000
Andorra,1804,2650
Angola,1804,1570000
Antigua and Barbuda,1804,37000
Argentina,1804,534000
Armenia,1804,413000
Australia,1804,348000
Austria,1804,3240000
Azerbaijan,1804,880000
Bahamas,1804,27400
Bahrain,1804,64500
Bangladesh,1804,19400000
Barbados,1804,81700
Belarus,1804,2360000
Belgium,1804,3200000
Belize,1804,25500
Benin,1804,637000
Bhutan,1804,90000
Bolivia,1804,1100000
Bosnia and Herzegovina,1804,852000
Botswana,1804,121000
Brazil,1804,3800000
Brunei,1804,2130
Bulgaria,1804,2030000
Burkina Faso,1804,1670000
Burundi,1804,899000
Cambodia,1804,2090000
Cameroon,1804,1860000
Canada,1804,677000
Cape Verde,1804,55700
Central African Republic,1804,479000
Chad,1804,1430000
Chile,1804,771000
China,1804,333000000
Colombia,1804,1210000
Comoros,1804,56300
"Congo, Dem. Rep.",1804,5160000
"Congo, Rep.",1804,314000
Costa Rica,1804,54500
Cote d'Ivoire,1804,1090000
Croatia,1804,1230000
Cuba,1804,389000
Cyprus,1804,184000
Czech Republic,1804,5520000
Denmark,1804,1080000
Djibouti,1804,22800
Dominica,1804,20000
Dominican Republic,1804,89000
Ecuador,1804,500000
Egypt,1804,4230000
El Salvador,1804,248000
Equatorial Guinea,1804,80400
Eritrea,1804,205000
Estonia,1804,334000
Ethiopia,1804,2950000
Fiji,1804,131000
Finland,1804,1010000
France,1804,29700000
Gabon,1804,158000
Gambia,1804,103000
Georgia,1804,1070000
Germany,1804,23300000
Ghana,1804,2020000
Greece,1804,2180000
Grenada,1804,29400
Guatemala,1804,483000
Guinea,1804,984000
Guinea-Bissau,1804,218000
Guyana,1804,166000
Haiti,1804,723000
Holy See,1804,905
Honduras,1804,131000
Hungary,1804,3620000
Iceland,1804,61400
India,1804,170000000
Indonesia,1804,16300000
Iran,1804,6330000
Iraq,1804,1080000
Ireland,1804,4250000
Israel,1804,210000
Italy,1804,19100000
Jamaica,1804,401000
Japan,1804,30400000
Jordan,1804,217000
Kazakhstan,1804,2040000
Kenya,1804,2570000
Kiribati,1804,17900
Kuwait,1804,81300
Kyrgyz Republic,1804,530000
Lao,1804,470000
Latvia,1804,591000
Lebanon,1804,332000
Lesotho,1804,276000
Liberia,1804,314000
Libya,1804,533000
Liechtenstein,1804,5800
Lithuania,1804,779000
Luxembourg,1804,127000
"Macedonia, FYR",1804,392000
Madagascar,1804,1570000
Malawi,1804,737000
Malaysia,1804,287000
Maldives,1804,42400
Mali,1804,1400000
Malta,1804,134000
Marshall Islands,1804,5830
Mauritania,1804,383000
Mauritius,1804,68400
Mexico,1804,6260000
"Micronesia, Fed. Sts.",1804,16400
Moldova,1804,713000
Monaco,1804,7790
Mongolia,1804,619000
Montenegro,1804,127000
Morocco,1804,2540000
Mozambique,1804,2000000
Myanmar,1804,3510000
Namibia,1804,229000
Nauru,1804,1830
Nepal,1804,3880000
Netherlands,1804,2270000
New Zealand,1804,100000
Nicaragua,1804,219000
Niger,1804,1240000
Nigeria,1804,12100000
North Korea,1804,4350000
Norway,1804,888000
Oman,1804,318000
Pakistan,1804,13200000
Palau,1804,3880
Palestine,1804,166000
Panama,1804,78800
Papua New Guinea,1804,755000
Paraguay,1804,143000
Peru,1804,1310000
Philippines,1804,1890000
Poland,1804,9690000
Portugal,1804,3080000
Qatar,1804,14100
Romania,1804,5640000
Russia,1804,31100000
Rwanda,1804,928000
Samoa,1804,47300
San Marino,1804,5490
Sao Tome and Principe,1804,22700
Saudi Arabia,1804,2090000
Senegal,1804,1010000
Serbia,1804,2150000
Seychelles,1804,12500
Sierra Leone,1804,794000
Singapore,1804,30000
Slovak Republic,1804,2140000
Slovenia,1804,470000
Solomon Islands,1804,57000
Somalia,1804,993000
South Africa,1804,1460000
South Korea,1804,9400000
South Sudan,1804,1030000
Spain,1804,11700000
Sri Lanka,1804,1210000
St. Kitts and Nevis,1804,17200
St. Lucia,1804,24000
St. Vincent and the Grenadines,1804,25800
Sudan,1804,4020000
Suriname,1804,80700
Swaziland,1804,86000
Sweden,1804,2390000
Switzerland,1804,1860000
Syria,1804,1340000
Tajikistan,1804,467000
Tanzania,1804,3020000
Thailand,1804,4670000
Timor-Leste,1804,137000
Togo,1804,446000
Tonga,1804,18600
Trinidad and Tobago,1804,60000
Tunisia,1804,865000
Turkey,1804,9830000
Turkmenistan,1804,367000
Tuvalu,1804,2500
Uganda,1804,2100000
Ukraine,1804,11200000
United Arab Emirates,1804,40200
United Kingdom,1804,13000000
United States,1804,7340000
Uruguay,1804,55000
Uzbekistan,1804,1920000
Vanuatu,1804,27800
Venezuela,1804,718000
Vietnam,1804,6550000
Yemen,1804,2590000
Zambia,1804,747000
Zimbabwe,1804,1090000
Afghanistan,1805,3280000
Albania,1805,417000
Algeria,1805,2550000
Andorra,1805,2650
Angola,1805,1570000
Antigua and Barbuda,1805,37000
Argentina,1805,534000
Armenia,1805,413000
Australia,1805,347000
Austria,1805,3250000
Azerbaijan,1805,880000
Bahamas,1805,27400
Bahrain,1805,64500
Bangladesh,1805,19400000
Barbados,1805,81700
Belarus,1805,2360000
Belgium,1805,3210000
Belize,1805,25500
Benin,1805,637000
Bhutan,1805,90000
Bolivia,1805,1100000
Bosnia and Herzegovina,1805,852000
Botswana,1805,121000
Brazil,1805,3840000
Brunei,1805,2130
Bulgaria,1805,2040000
Burkina Faso,1805,1670000
Burundi,1805,899000
Cambodia,1805,2090000
Cameroon,1805,1860000
Canada,1805,684000
Cape Verde,1805,55700
Central African Republic,1805,479000
Chad,1805,1430000
Chile,1805,771000
China,1805,336000000
Colombia,1805,1210000
Comoros,1805,56300
"Congo, Dem. Rep.",1805,5160000
"Congo, Rep.",1805,314000
Costa Rica,1805,55000
Cote d'Ivoire,1805,1090000
Croatia,1805,1230000
Cuba,1805,400000
Cyprus,1805,184000
Czech Republic,1805,5520000
Denmark,1805,1080000
Djibouti,1805,22800
Dominica,1805,20000
Dominican Republic,1805,89000
Ecuador,1805,500000
Egypt,1805,4230000
El Salvador,1805,248000
Equatorial Guinea,1805,80400
Eritrea,1805,205000
Estonia,1805,334000
Ethiopia,1805,2950000
Fiji,1805,132000
Finland,1805,1020000
France,1805,29800000
Gabon,1805,158000
Gambia,1805,103000
Georgia,1805,1070000
Germany,1805,23400000
Ghana,1805,2020000
Greece,1805,2190000
Grenada,1805,29400
Guatemala,1805,490000
Guinea,1805,984000
Guinea-Bissau,1805,218000
Guyana,1805,166000
Haiti,1805,723000
Holy See,1805,905
Honduras,1805,131000
Hungary,1805,3650000
Iceland,1805,61400
India,1805,170000000
Indonesia,1805,16300000
Iran,1805,6340000
Iraq,1805,1080000
Ireland,1805,4290000
Israel,1805,210000
Italy,1805,19200000
Jamaica,1805,401000
Japan,1805,30500000
Jordan,1805,217000
Kazakhstan,1805,2040000
Kenya,1805,2570000
Kiribati,1805,17900
Kuwait,1805,81300
Kyrgyz Republic,1805,530000
Lao,1805,470000
Latvia,1805,591000
Lebanon,1805,332000
Lesotho,1805,276000
Liberia,1805,314000
Libya,1805,533000
Liechtenstein,1805,5800
Lithuania,1805,779000
Luxembourg,1805,127000
"Macedonia, FYR",1805,392000
Madagascar,1805,1580000
Malawi,1805,737000
Malaysia,1805,287000
Maldives,1805,42400
Mali,1805,1400000
Malta,1805,134000
Marshall Islands,1805,5830
Mauritania,1805,383000
Mauritius,1805,69900
Mexico,1805,6280000
"Micronesia, Fed. Sts.",1805,16400
Moldova,1805,713000
Monaco,1805,7790
Mongolia,1805,619000
Montenegro,1805,127000
Morocco,1805,2550000
Mozambique,1805,2010000
Myanmar,1805,3510000
Namibia,1805,229000
Nauru,1805,1830
Nepal,1805,3880000
Netherlands,1805,2270000
New Zealand,1805,100000
Nicaragua,1805,219000
Niger,1805,1240000
Nigeria,1805,12100000
North Korea,1805,4350000
Norway,1805,893000
Oman,1805,318000
Pakistan,1805,13300000
Palau,1805,3880
Palestine,1805,166000
Panama,1805,78800
Papua New Guinea,1805,755000
Paraguay,1805,143000
Peru,1805,1310000
Philippines,1805,1890000
Poland,1805,9730000
Portugal,1805,3100000
Qatar,1805,14100
Romania,1805,5680000
Russia,1805,31100000
Rwanda,1805,928000
Samoa,1805,47300
San Marino,1805,5490
Sao Tome and Principe,1805,22700
Saudi Arabia,1805,2090000
Senegal,1805,1010000
Serbia,1805,2150000
Seychelles,1805,12500
Sierra Leone,1805,794000
Singapore,1805,30000
Slovak Republic,1805,2140000
Slovenia,1805,470000
Solomon Islands,1805,57000
Somalia,1805,994000
South Africa,1805,1470000
South Korea,1805,9400000
South Sudan,1805,1030000
Spain,1805,11700000
