Job_Title,time,value
Customer Support,Average_Salary,108518.0
UX Researcher,Average_Salary,93752.0
Security Guard,Average_Salary,77691.0
Doctor,Average_Salary,59813.0
Graphic Designer,Average_Salary,95603.0
Graphic Designer,Average_Salary,118150.0
Truck Driver,Average_Salary,31996.0
Construction Worker,Average_Salary,108015.0
Chef,Average_Salary,59709.0
Software Engineer,Average_Salary,33203.0
Marketing Manager,Average_Salary,39327.0
Construction Worker,Average_Salary,37868.0
UX Researcher,Average_Salary,76097.0
Lawyer,Average_Salary,117838.0
Lawyer,Average_Salary,136931.0
HR Specialist,Average_Salary,76900.0
Mechanic,Average_Salary,41221.0
Security Guard,Average_Salary,30654.0
Graphic Designer,Average_Salary,112928.0
Teacher,Average_Salary,99444.0
Research Scientist,Average_Salary,115092.0
Financial Analyst,Average_Salary,123122.0
AI Engineer,Average_Salary,49177.0
Research Scientist,Average_Salary,107360.0
Mechanic,Average_Salary,132877.0
HR Specialist,Average_Salary,73158.0
Research Scientist,Average_Salary,87889.0
Retail Worker,Average_Salary,136196.0
Financial Analyst,Average_Salary,133801.0
Security Guard,Average_Salary,109557.0
Teacher,Average_Salary,54502.0
Graphic Designer,Average_Salary,128878.0
AI Engineer,Average_Salary,136802.0
AI Engineer,Average_Salary,80901.0
Marketing Manager,Average_Salary,96214.0
Financial Analyst,Average_Salary,104755.0
Mechanic,Average_Salary,134580.0
Mechanic,Average_Salary,63477.0
Software Engineer,Average_Salary,142134.0
Doctor,Average_Salary,119080.0
Customer Support,Average_Salary,42467.0
Data Scientist,Average_Salary,100601.0
Customer Support,Average_Salary,148764.0
Nurse,Average_Salary,113795.0
Chef,Average_Salary,45994.0
AI Engineer,Average_Salary,66701.0
Teacher,Average_Salary,63785.0
Lawyer,Average_Salary,122282.0
HR Specialist,Average_Salary,30229.0
Nurse,Average_Salary,45620.0
Doctor,Average_Salary,68104.0
Data Scientist,Average_Salary,78733.0
Data Scientist,Average_Salary,33320.0
Data Scientist,Average_Salary,137648.0
Chef,Average_Salary,53104.0
Retail Worker,Average_Salary,69451.0
Financial Analyst,Average_Salary,104854.0
Marketing Manager,Average_Salary,35147.0
Graphic Designer,Average_Salary,68563.0
AI Engineer,Average_Salary,133496.0
Security Guard,Average_Salary,79692.0
Nurse,Average_Salary,135585.0
Marketing Manager,Average_Salary,59545.0
Data Scientist,Average_Salary,138777.0
Chef,Average_Salary,88760.0
Chef,Average_Salary,106870.0
Research Scientist,Average_Salary,32147.0
Software Engineer,Average_Salary,140463.0
Truck Driver,Average_Salary,148623.0
Research Scientist,Average_Salary,49360.0
UX Researcher,Average_Salary,45605.0
UX Researcher,Average_Salary,103953.0
Marketing Manager,Average_Salary,76531.0
Construction Worker,Average_Salary,139198.0
Financial Analyst,Average_Salary,111199.0
UX Researcher,Average_Salary,65321.0
Lawyer,Average_Salary,77218.0
Data Scientist,Average_Salary,39752.0
AI Engineer,Average_Salary,34792.0
Data Scientist,Average_Salary,44591.0
Data Scientist,Average_Salary,35424.0
Data Scientist,Average_Salary,89789.0
Security Guard,Average_Salary,38804.0
Marketing Manager,Average_Salary,58400.0
Graphic Designer,Average_Salary,129525.0
Teacher,Average_Salary,145183.0
Chef,Average_Salary,82066.0
Graphic Designer,Average_Salary,59059.0
Research Scientist,Average_Salary,57499.0
Financial Analyst,Average_Salary,122103.0
Teacher,Average_Salary,47806.0
UX Researcher,Average_Salary,104702.0
Teacher,Average_Salary,37373.0
Graphic Designer,Average_Salary,98519.0
Retail Worker,Average_Salary,72578.0
Security Guard,Average_Salary,94280.0
Lawyer,Average_Salary,43777.0
Nurse,Average_Salary,81040.0
Chef,Average_Salary,97313.0
Mechanic,Average_Salary,59092.0
UX Researcher,Average_Salary,66613.0
Research Scientist,Average_Salary,40292.0
Nurse,Average_Salary,111335.0
Research Scientist,Average_Salary,86747.0
Chef,Average_Salary,129318.0
Nurse,Average_Salary,38789.0
UX Researcher,Average_Salary,85823.0
AI Engineer,Average_Salary,123286.0
Financial Analyst,Average_Salary,63161.0
Data Scientist,Average_Salary,103889.0
Nurse,Average_Salary,135584.0
Software Engineer,Average_Salary,50968.0
Mechanic,Average_Salary,137814.0
Mechanic,Average_Salary,83015.0
Data Scientist,Average_Salary,86862.0
Nurse,Average_Salary,115501.0
Mechanic,Average_Salary,141768.0
Truck Driver,Average_Salary,53524.0
Doctor,Average_Salary,38419.0
Graphic Designer,Average_Salary,94800.0
Lawyer,Average_Salary,111976.0
Construction Worker,Average_Salary,67909.0
AI Engineer,Average_Salary,46934.0
Financial Analyst,Average_Salary,41586.0
Financial Analyst,Average_Salary,77013.0
UX Researcher,Average_Salary,133693.0
Research Scientist,Average_Salary,78825.0
Software Engineer,Average_Salary,131505.0
Truck Driver,Average_Salary,90107.0
HR Specialist,Average_Salary,71916.0
Retail Worker,Average_Salary,129794.0
Research Scientist,Average_Salary,82186.0
Chef,Average_Salary,72531.0
Construction Worker,Average_Salary,127596.0
Retail Worker,Average_Salary,124826.0
Teacher,Average_Salary,48320.0
Financial Analyst,Average_Salary,62449.0
Security Guard,Average_Salary,84097.0
Construction Worker,Average_Salary,64629.0
Chef,Average_Salary,38859.0
Chef,Average_Salary,40082.0
UX Researcher,Average_Salary,136153.0
Construction Worker,Average_Salary,70612.0
Software Engineer,Average_Salary,118444.0
Research Scientist,Average_Salary,94204.0
Doctor,Average_Salary,39852.0
Nurse,Average_Salary,144476.0
Software Engineer,Average_Salary,128336.0
HR Specialist,Average_Salary,77598.0
Research Scientist,Average_Salary,60628.0
Data Scientist,Average_Salary,96188.0
Marketing Manager,Average_Salary,42516.0
AI Engineer,Average_Salary,54722.0
Lawyer,Average_Salary,58743.0
Doctor,Average_Salary,31695.0
Customer Support,Average_Salary,93294.0
Research Scientist,Average_Salary,116310.0
Nurse,Average_Salary,60615.0
Data Scientist,Average_Salary,64568.0
Research Scientist,Average_Salary,34507.0
Nurse,Average_Salary,58343.0
Research Scientist,Average_Salary,84544.0
Nurse,Average_Salary,112790.0
Chef,Average_Salary,99918.0
Customer Support,Average_Salary,47290.0
Chef,Average_Salary,78002.0
UX Researcher,Average_Salary,39372.0
Doctor,Average_Salary,87911.0
Teacher,Average_Salary,87920.0
Doctor,Average_Salary,86768.0
Security Guard,Average_Salary,43866.0
Security Guard,Average_Salary,133627.0
Security Guard,Average_Salary,45700.0
Research Scientist,Average_Salary,112799.0
Software Engineer,Average_Salary,74458.0
Nurse,Average_Salary,50125.0
Mechanic,Average_Salary,78926.0
Graphic Designer,Average_Salary,138778.0
Retail Worker,Average_Salary,30671.0
HR Specialist,Average_Salary,114153.0
Chef,Average_Salary,69574.0
HR Specialist,Average_Salary,144616.0
Construction Worker,Average_Salary,144313.0
AI Engineer,Average_Salary,79047.0
Retail Worker,Average_Salary,116649.0
HR Specialist,Average_Salary,131192.0
HR Specialist,Average_Salary,84165.0
Financial Analyst,Average_Salary,132488.0
Truck Driver,Average_Salary,57757.0
Marketing Manager,Average_Salary,106095.0
Nurse,Average_Salary,84304.0
Nurse,Average_Salary,86414.0
Data Scientist,Average_Salary,47040.0
Data Scientist,Average_Salary,80192.0
Financial Analyst,Average_Salary,141359.0
Construction Worker,Average_Salary,52394.0
Retail Worker,Average_Salary,75482.0
Truck Driver,Average_Salary,147232.0
UX Researcher,Average_Salary,147220.0
Chef,Average_Salary,107078.0
Chef,Average_Salary,63979.0
Construction Worker,Average_Salary,120290.0
Research Scientist,Average_Salary,51573.0
Teacher,Average_Salary,79984.0
Graphic Designer,Average_Salary,96770.0
Mechanic,Average_Salary,68031.0
Security Guard,Average_Salary,124238.0
Data Scientist,Average_Salary,105587.0
AI Engineer,Average_Salary,34023.0
Mechanic,Average_Salary,72215.0
Marketing Manager,Average_Salary,82870.0
Marketing Manager,Average_Salary,32978.0
Marketing Manager,Average_Salary,45522.0
Software Engineer,Average_Salary,63414.0
Research Scientist,Average_Salary,47140.0
Research Scientist,Average_Salary,140261.0
Doctor,Average_Salary,62975.0
AI Engineer,Average_Salary,146004.0
Graphic Designer,Average_Salary,57167.0
Chef,Average_Salary,39046.0
Doctor,Average_Salary,113184.0
Data Scientist,Average_Salary,52689.0
Truck Driver,Average_Salary,125494.0
Doctor,Average_Salary,111214.0
Construction Worker,Average_Salary,139071.0
Data Scientist,Average_Salary,34027.0
HR Specialist,Average_Salary,129074.0
Data Scientist,Average_Salary,114785.0
Construction Worker,Average_Salary,149107.0
Mechanic,Average_Salary,42380.0
Doctor,Average_Salary,81331.0
Teacher,Average_Salary,38245.0
UX Researcher,Average_Salary,76766.0
Chef,Average_Salary,121865.0
Teacher,Average_Salary,133457.0
Truck Driver,Average_Salary,131126.0
Construction Worker,Average_Salary,73066.0
Doctor,Average_Salary,72875.0
Security Guard,Average_Salary,90011.0
Software Engineer,Average_Salary,98232.0
Chef,Average_Salary,132491.0
Data Scientist,Average_Salary,70741.0
Truck Driver,Average_Salary,76566.0
AI Engineer,Average_Salary,78817.0
Software Engineer,Average_Salary,137334.0
Financial Analyst,Average_Salary,30591.0
Retail Worker,Average_Salary,42938.0
Construction Worker,Average_Salary,82076.0
Nurse,Average_Salary,71628.0
Truck Driver,Average_Salary,82136.0
Marketing Manager,Average_Salary,74440.0
Doctor,Average_Salary,43453.0
Chef,Average_Salary,140252.0
Financial Analyst,Average_Salary,99212.0
Graphic Designer,Average_Salary,50043.0
Financial Analyst,Average_Salary,33017.0
Teacher,Average_Salary,118913.0
Customer Support,Average_Salary,144420.0
Customer Support,Average_Salary,126805.0
Chef,Average_Salary,144780.0
Chef,Average_Salary,137009.0
AI Engineer,Average_Salary,82328.0
Software Engineer,Average_Salary,78542.0
UX Researcher,Average_Salary,35703.0
Data Scientist,Average_Salary,110146.0
Software Engineer,Average_Salary,117052.0
Teacher,Average_Salary,89254.0
Mechanic,Average_Salary,62009.0
HR Specialist,Average_Salary,56651.0
Graphic Designer,Average_Salary,59410.0
Nurse,Average_Salary,103844.0
Retail Worker,Average_Salary,128035.0
Truck Driver,Average_Salary,147270.0
Nurse,Average_Salary,43769.0
Financial Analyst,Average_Salary,103616.0
Construction Worker,Average_Salary,79004.0
Graphic Designer,Average_Salary,140190.0
Truck Driver,Average_Salary,51071.0
Marketing Manager,Average_Salary,97913.0
Lawyer,Average_Salary,138336.0
Doctor,Average_Salary,37432.0
Lawyer,Average_Salary,54578.0
Financial Analyst,Average_Salary,83609.0
Software Engineer,Average_Salary,51182.0
UX Researcher,Average_Salary,127841.0
Research Scientist,Average_Salary,101160.0
Marketing Manager,Average_Salary,38711.0
Graphic Designer,Average_Salary,138886.0
Research Scientist,Average_Salary,97696.0
Truck Driver,Average_Salary,105948.0
Lawyer,Average_Salary,44235.0
Truck Driver,Average_Salary,61688.0
Security Guard,Average_Salary,47883.0
Customer Support,Average_Salary,105569.0
Software Engineer,Average_Salary,73271.0
Teacher,Average_Salary,147327.0
Security Guard,Average_Salary,76798.0
Doctor,Average_Salary,127077.0
Construction Worker,Average_Salary,145088.0
Data Scientist,Average_Salary,33841.0
Data Scientist,Average_Salary,141789.0
Teacher,Average_Salary,102828.0
UX Researcher,Average_Salary,50754.0
Construction Worker,Average_Salary,105481.0
UX Researcher,Average_Salary,118110.0
Mechanic,Average_Salary,96178.0
HR Specialist,Average_Salary,146903.0
Chef,Average_Salary,101835.0
UX Researcher,Average_Salary,144300.0
Doctor,Average_Salary,80908.0
HR Specialist,Average_Salary,30567.0
Truck Driver,Average_Salary,119342.0
Customer Support,Average_Salary,106762.0
Marketing Manager,Average_Salary,101486.0
Mechanic,Average_Salary,56926.0
Research Scientist,Average_Salary,64986.0
Financial Analyst,Average_Salary,30944.0
HR Specialist,Average_Salary,60540.0
Data Scientist,Average_Salary,87410.0
Data Scientist,Average_Salary,148362.0
Software Engineer,Average_Salary,72460.0
Chef,Average_Salary,130257.0
Truck Driver,Average_Salary,106054.0
Teacher,Average_Salary,139588.0
HR Specialist,Average_Salary,97143.0
Mechanic,Average_Salary,49798.0
Doctor,Average_Salary,87748.0
Retail Worker,Average_Salary,46254.0
Chef,Average_Salary,75211.0
HR Specialist,Average_Salary,39695.0
Mechanic,Average_Salary,57740.0
Security Guard,Average_Salary,99306.0
UX Researcher,Average_Salary,54524.0
UX Researcher,Average_Salary,92345.0
Teacher,Average_Salary,93220.0
Lawyer,Average_Salary,108610.0
Financial Analyst,Average_Salary,64722.0
Security Guard,Average_Salary,70910.0
AI Engineer,Average_Salary,138347.0
Marketing Manager,Average_Salary,58152.0
Lawyer,Average_Salary,95063.0
Retail Worker,Average_Salary,125761.0
Graphic Designer,Average_Salary,31645.0
Customer Support,Average_Salary,73262.0
Retail Worker,Average_Salary,51730.0
Security Guard,Average_Salary,123878.0
Software Engineer,Average_Salary,89300.0
Data Scientist,Average_Salary,131971.0
HR Specialist,Average_Salary,113441.0
Customer Support,Average_Salary,87589.0
Graphic Designer,Average_Salary,113446.0
Retail Worker,Average_Salary,135301.0
Lawyer,Average_Salary,118552.0
Marketing Manager,Average_Salary,148977.0
UX Researcher,Average_Salary,48715.0
HR Specialist,Average_Salary,147045.0
Software Engineer,Average_Salary,40196.0
Truck Driver,Average_Salary,141054.0
Customer Support,Average_Salary,132785.0
UX Researcher,Average_Salary,123249.0
Research Scientist,Average_Salary,62500.0
Customer Support,Average_Salary,136128.0
AI Engineer,Average_Salary,142109.0
UX Researcher,Average_Salary,87737.0
Teacher,Average_Salary,121903.0
AI Engineer,Average_Salary,141654.0
UX Researcher,Average_Salary,50662.0
Software Engineer,Average_Salary,116755.0
Data Scientist,Average_Salary,133719.0
HR Specialist,Average_Salary,127427.0
Chef,Average_Salary,130628.0
Teacher,Average_Salary,43686.0
Research Scientist,Average_Salary,57313.0
UX Researcher,Average_Salary,91404.0
Financial Analyst,Average_Salary,109794.0
HR Specialist,Average_Salary,49416.0
Nurse,Average_Salary,56162.0
Customer Support,Average_Salary,85420.0
Financial Analyst,Average_Salary,82948.0
Nurse,Average_Salary,91336.0
HR Specialist,Average_Salary,104474.0
Customer Support,Average_Salary,72628.0
Research Scientist,Average_Salary,135494.0
Mechanic,Average_Salary,71751.0
Truck Driver,Average_Salary,86087.0
Nurse,Average_Salary,127425.0
Data Scientist,Average_Salary,133587.0
Security Guard,Average_Salary,140373.0
AI Engineer,Average_Salary,133080.0
Chef,Average_Salary,123012.0
Financial Analyst,Average_Salary,76629.0
Financial Analyst,Average_Salary,33811.0
Teacher,Average_Salary,95283.0
Nurse,Average_Salary,113205.0
HR Specialist,Average_Salary,100453.0
Nurse,Average_Salary,68397.0
Lawyer,Average_Salary,113824.0
Data Scientist,Average_Salary,50758.0
Mechanic,Average_Salary,135900.0
AI Engineer,Average_Salary,133613.0
HR Specialist,Average_Salary,93115.0
Research Scientist,Average_Salary,129683.0
Marketing Manager,Average_Salary,83013.0
Teacher,Average_Salary,45233.0
Nurse,Average_Salary,50765.0
